"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,75.3333333333333,-225.333333333333,-497.333333333333,641.666666666667,33.6666666666667,-8.66666666666667,424.666666666667,182.666666666667,339.666666666667
6,112.666666666667,-519.333333333333,-749,1130.33333333333,44.6666666666667,-18.3333333333333,443,205.666666666667,319
12,-15.6666666666667,-472.666666666667,-837.333333333333,1321,6.33333333333333,-24.3333333333333,444.666666666667,225.333333333333,260.666666666667
18,-5.66666666666667,-388.666666666667,-881.333333333333,1414.33333333333,8,-5.66666666666667,424.666666666667,216,207.333333333333
24,-41,-529.666666666667,-831.666666666667,1160,16.6666666666667,11,405.666666666667,216.333333333333,155.333333333333
30,17.6666666666667,911.666666666667,-798,759.666666666667,12.6666666666667,24.3333333333333,390,198.333333333333,121.333333333333
36,-20.3333333333333,625.666666666667,-678.333333333333,368,-15.3333333333333,19.6666666666667,380.666666666667,180.333333333333,86.3333333333333
42,73.3333333333333,579.333333333333,-533,241,-42.3333333333333,14.3333333333333,390.333333333333,166.333333333333,46.3333333333333
48,15.3333333333333,-1241.33333333333,-496,189,-28,17,413,157.333333333333,19.6666666666667
54,64.6666666666667,-1467.33333333333,-377.666666666667,18.6666666666667,-20.6666666666667,9.66666666666667,433,152.666666666667,9.66666666666667
60,94,-1641.66666666667,-319.333333333333,-349.333333333333,13.6666666666667,-1.33333333333333,441,145.666666666667,23.6666666666667
66,201,-1610.66666666667,-18.6666666666667,-681,20,12.6666666666667,438.333333333333,142,55.6666666666667
72,294.333333333333,-1506.66666666667,146.666666666667,-961.333333333333,34,18.6666666666667,426.333333333333,137,103.666666666667
78,399.333333333333,-1448.66666666667,275.333333333333,-1091,15,27.6666666666667,408.666666666667,151.666666666667,136.666666666667
84,197,-1305.66666666667,299.666666666667,-1152.66666666667,-27.6666666666667,16,377.333333333333,126.666666666667,177.666666666667
90,161,-1230.33333333333,295.666666666667,-1066.66666666667,-51,13,363.666666666667,118.666666666667,207
96,81,-897.666666666667,271.666666666667,-843.666666666667,-61,13.6666666666667,360.666666666667,98,258.666666666667
102,158.333333333333,-619.666666666667,18.6666666666667,-345.666666666667,-15.3333333333333,8.33333333333333,371,124.666666666667,301.333333333333
108,322.666666666667,-332.333333333333,-290.666666666667,527.666666666667,42.6666666666667,-12.3333333333333,392,132.333333333333,328
