"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,-109.666666666667,202.666666666667,-527.333333333333,1109,-12.6666666666667,6,463.666666666667,204.666666666667,-96.6666666666667
6,-45,14,-674.666666666667,1644.66666666667,-14,5.33333333333333,405.666666666667,210.666666666667,-130.333333333333
12,-34,-433,-611.666666666667,1793,-20.6666666666667,-33.3333333333333,350.333333333333,229.666666666667,-186.333333333333
18,16,-366.666666666667,-479.333333333333,1622,-29,-20.3333333333333,295,217.666666666667,-217.333333333333
24,39.6666666666667,-551,-243.333333333333,1349.66666666667,-27.6666666666667,-23.6666666666667,238.333333333333,202.666666666667,-250
30,41.3333333333333,-394.666666666667,30.3333333333333,963.333333333333,-5.33333333333333,10.3333333333333,191.666666666667,183.333333333333,-295.666666666667
36,-10.6666666666667,-308,274,348.333333333333,-20,14,161.666666666667,174.666666666667,-339.666666666667
42,97.6666666666667,-361,456.666666666667,-255.666666666667,-20.6666666666667,-2,168.666666666667,171.333333333333,-364.666666666667
48,157.333333333333,-236,482.333333333333,-626.333333333333,-28.3333333333333,-18.6666666666667,191.333333333333,169.666666666667,-370.333333333333
54,167.333333333333,107.666666666667,514.666666666667,-658,-41,-4.66666666666667,220.666666666667,165.666666666667,-362.333333333333
60,66.3333333333333,505,477.333333333333,-465,-31,23,240.666666666667,160,-347
66,1.66666666666667,669.666666666667,416.333333333333,-377.333333333333,-20.3333333333333,23,263.666666666667,144.666666666667,-341
72,66,464.333333333333,503.333333333333,-589,-12.3333333333333,-6.33333333333333,286.333333333333,129.333333333333,-308.333333333333
78,-114.666666666667,691.666666666667,467.333333333333,-1086.33333333333,-47.3333333333333,-4,307,117,-270
84,-127.333333333333,744.333333333333,523,-1730.33333333333,-116.333333333333,-15,324,115.333333333333,-215.666666666667
90,-281,912,348.666666666667,-1884,-134.333333333333,-2.66666666666667,350.333333333333,117.333333333333,-180
96,-181.333333333333,633,262.666666666667,-1706.66666666667,-134.333333333333,-4.66666666666667,401.666666666667,132.666666666667,-138
102,-149.333333333333,495.333333333333,55.6666666666667,-1001.66666666667,-81.6666666666667,15,427.666666666667,118.666666666667,-87.3333333333333
108,-9.33333333333333,227,-414.666666666667,-201.666666666667,-33.3333333333333,6,455.333333333333,128.666666666667,-50.3333333333333
