"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,145.666666666667,-176.333333333333,-356.333333333333,447.333333333333,22.3333333333333,-12,412,183.333333333333,388.666666666667
6,51.6666666666667,-101.333333333333,-800.666666666667,1068.66666666667,42,-8,431,207.333333333333,363.333333333333
12,140.333333333333,-181.333333333333,-973.333333333333,1491.33333333333,42.6666666666667,-7,421.666666666667,208,291.333333333333
18,-9.66666666666667,-215,-1127,1426.66666666667,13,-6.66666666666667,414.333333333333,221.333333333333,225
24,53,-532.333333333333,-1063,1154,-15.6666666666667,0,395,213.333333333333,172
30,42.3333333333333,-885.333333333333,-994.666666666667,767.333333333333,-40.3333333333333,-5.33333333333333,384,198.333333333333,126.333333333333
36,134.333333333333,-1179.33333333333,-866.666666666667,528,-34.6666666666667,10,394,178,78.3333333333333
42,153.333333333333,-1400.33333333333,-607.666666666667,309,-38.6666666666667,0.333333333333333,412,165,39.6666666666667
48,122.333333333333,-1459.33333333333,-243.333333333333,137.666666666667,-55,19.3333333333333,431,156,21.6666666666667
54,174,-1660.66666666667,101.333333333333,-135.333333333333,-56.6666666666667,11,438,150.333333333333,26.6666666666667
60,165.333333333333,-1455.66666666667,366,-513.666666666667,-34,34.6666666666667,436,146.666666666667,58.3333333333333
66,256.333333333333,-1383.66666666667,410,-1011.33333333333,-15.3333333333333,29.6666666666667,433,125,102
72,164,-1056.66666666667,507,-1274.66666666667,-32.3333333333333,48.6666666666667,413,119,148
78,-7.66666666666667,-749,408.666666666667,-1363.33333333333,-66.6666666666667,38.6666666666667,396.333333333333,108.666666666667,183
84,-64,-547,379.333333333333,-1141.33333333333,-61.3333333333333,42.6666666666667,378.333333333333,124.333333333333,232
90,-141,-250,195,-701.333333333333,-49.6666666666667,27.3333333333333,388.333333333333,139.333333333333,297
96,27.6666666666667,-273.333333333333,25,-56,-11.6666666666667,17,385.333333333333,138.333333333333,334.333333333333
102,-80,12,-277.333333333333,673.333333333333,-1.33333333333333,2,403.666666666667,156.333333333333,348.333333333333
