"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,10.3333333333333,-5.66666666666667,-702.666666666667,1232,16,-13.6666666666667,438.333333333333,201.333333333333,291.666666666667
6,30.3333333333333,1302,-1006,1335,13,-18,445.333333333333,227.333333333333,225
12,-14.3333333333333,1167.33333333333,-1102,1309.66666666667,-1.33333333333333,1.33333333333333,432.666666666667,226,171.666666666667
18,50.6666666666667,899.333333333333,-1017.33333333333,1051.66666666667,-21.3333333333333,-4,406.666666666667,212.333333333333,129.666666666667
24,88,-941,-883.666666666667,692.333333333333,-37.3333333333333,6.33333333333333,389.666666666667,186.666666666667,93.3333333333333
30,191.666666666667,-1347.33333333333,-742,232.666666666667,-44.6666666666667,-2.33333333333333,393.666666666667,172.666666666667,44.3333333333333
36,122.333333333333,-1533.33333333333,-568.666666666667,54.6666666666667,-43.6666666666667,12.3333333333333,411.666666666667,158.333333333333,13
42,114,-1682.66666666667,-327,-110,-33.6666666666667,15.6666666666667,435,150.333333333333,-1
48,137.666666666667,-1675.66666666667,-25.6666666666667,-365,-29.6666666666667,15,446,145.333333333333,19
54,117.333333333333,206.333333333333,378.333333333333,-811.666666666667,-42.6666666666667,29.6666666666667,445.666666666667,137.333333333333,63.3333333333333
60,206,388.666666666667,544.666666666667,-1267,-56.6666666666667,30.3333333333333,423.666666666667,130,123.333333333333
66,-34.6666666666667,796,598,-1476.66666666667,-82.3333333333333,29.6666666666667,398.333333333333,121,164.666666666667
72,45,-776.333333333333,388.333333333333,-1379.66666666667,-72,7.66666666666667,402.333333333333,114.333333333333,173.333333333333
78,-144.666666666667,-433.666666666667,-82.6666666666667,-1013,-75.6666666666667,5.33333333333333,404,111.666666666667,214.333333333333
