"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,-40,32,-524,668.666666666667,27.3333333333333,-4.66666666666667,409.666666666667,162.333333333333,366.333333333333
6,-2.66666666666667,-41,-810.666666666667,1024,27.6666666666667,-19,432.666666666667,197.333333333333,252.666666666667
12,53,-313.666666666667,-1045.66666666667,1151.66666666667,21.3333333333333,-29.3333333333333,439,206.666666666667,199.666666666667
18,110,-612.666666666667,-1131.33333333333,1090,21,-17,411.666666666667,218,144
24,111.666666666667,-958.666666666667,-1198,1014.66666666667,18,-4,389.666666666667,207,181
30,127,-1109,-1121.33333333333,795.666666666667,-7.66666666666667,-1,381.666666666667,191,134
36,109,-1269.66666666667,-917.333333333333,689.333333333333,-17,-10.3333333333333,397.666666666667,172.666666666667,81.6666666666667
42,91.3333333333333,-1395,-642.666666666667,552.333333333333,-30.3333333333333,-4,419.333333333333,155.666666666667,41.3333333333333
48,95,-1653,-366.333333333333,359.333333333333,-27.3333333333333,-4.66666666666667,437.333333333333,146.333333333333,18
54,73,-1603,-15,-156.666666666667,-50.3333333333333,18.6666666666667,442.666666666667,142.333333333333,20
60,155.333333333333,-1605.33333333333,167.666666666667,-693,-27,26.3333333333333,439,138.333333333333,53
66,173.666666666667,-1239.33333333333,405,-1121.66666666667,-26,48.3333333333333,413,147.333333333333,101
72,189,-1132,342,-1384.66666666667,-38.6666666666667,23,381,120.666666666667,154.333333333333
78,-79.3333333333333,-757.333333333333,469.666666666667,-1462,-97.3333333333333,19,363.666666666667,115.666666666667,194.333333333333
84,-112.333333333333,-666,404,-1337.66666666667,-100.666666666667,3,367.333333333333,99.6666666666667,241.666666666667
90,-135.333333333333,-359.333333333333,285.333333333333,-753.333333333333,-68.6666666666667,4.66666666666667,373.333333333333,124.333333333333,290.333333333333
96,28.3333333333333,-230.333333333333,-8,-56.3333333333333,-14,1.66666666666667,405.666666666667,119,333.333333333333
