"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,-5.66666666666667,161.333333333333,-784.333333333333,1586.33333333333,78.3333333333333,-2.66666666666667,444.333333333333,185.666666666667,253.666666666667
6,53,-945.333333333333,-1032.33333333333,583.333333333333,-35.6666666666667,-23,392.333333333333,191.666666666667,41
12,49.6666666666667,-1159.66666666667,-942.333333333333,223.333333333333,-34.6666666666667,-8.33333333333333,388,176.666666666667,-3.33333333333333
18,41,-1375.66666666667,-569.333333333333,-5.66666666666667,-50.6666666666667,11,401,161.666666666667,-36.6666666666667
24,98,-1583,-225,-108.666666666667,-45,24,417.333333333333,157.333333333333,-54
30,14,-1385.66666666667,374.333333333333,-524.333333333333,-78.6666666666667,48,435.666666666667,149,-34.6666666666667
36,56.6666666666667,482,672,-912,-59,69,439.666666666667,142,14.3333333333333
42,3,801.333333333333,882.666666666667,-1354.66666666667,-78.6666666666667,59,429.333333333333,129,78.6666666666667
48,-27,813.333333333333,785.333333333333,-1472,-53.3333333333333,49.6666666666667,406.333333333333,124,124.666666666667
54,32,-810,670,-1423.33333333333,-67.6666666666667,23,407.333333333333,109.333333333333,130
60,40.3333333333333,-617.333333333333,521,-1012.33333333333,-51,23.6666666666667,409.333333333333,109.666666666667,93.6666666666667
66,79.3333333333333,-303,159,-308.666666666667,-21,2,419.333333333333,111,140.666666666667
72,58.6666666666667,23.6666666666667,-223,418,24.6666666666667,-8.33333333333333,423.333333333333,142,204.666666666667
