"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,57,-562.333333333333,-267,-836.666666666667,-87,-13.3333333333333,383.333333333333,118.666666666667,239.666666666667
6,-30.3333333333333,-369,-65,-398,-38,-13.6666666666667,382.333333333333,133.333333333333,292.666666666667
12,-313.666666666667,66.6666666666667,-194.666666666667,-18.6666666666667,-42.6666666666667,-7.66666666666667,396.333333333333,119.333333333333,329.333333333333
18,-49.3333333333333,-84,-432.333333333333,573.666666666667,9.66666666666667,-16,415.333333333333,144.333333333333,341.333333333333
24,-17.3333333333333,-249,-693.333333333333,947,11.3333333333333,-16.3333333333333,437.666666666667,165.666666666667,305.666666666667
30,147.666666666667,-683.333333333333,-900.333333333333,1251.33333333333,32.3333333333333,-32,437,216.666666666667,253
36,171.666666666667,-786.666666666667,-980.333333333333,1253.66666666667,22,-11.6666666666667,421.666666666667,220.666666666667,193.666666666667
42,123.333333333333,-706.333333333333,-859,1120.33333333333,-11,8,401.666666666667,214.333333333333,153.666666666667
48,117,-676.333333333333,-740,686.666666666667,-41.6666666666667,22.6666666666667,383.666666666667,198.666666666667,112.666666666667
54,56.6666666666667,-716.333333333333,-678.666666666667,419.333333333333,-53.6666666666667,12.6666666666667,384.666666666667,181.333333333333,66.6666666666667
60,90.6666666666667,-969.666666666667,-617.666666666667,170.333333333333,-51,-12,392.666666666667,164.333333333333,17.3333333333333
66,52.3333333333333,-1112,-472.666666666667,206.333333333333,-39.3333333333333,-19,410.666666666667,157,-15
72,37,-1411,-333,55.3333333333333,-30.3333333333333,-32,421.666666666667,155,-31
78,-1.66666666666667,-1496.66666666667,-76.3333333333333,-237,-31,-10.3333333333333,430.333333333333,151,-24
84,-12.3333333333333,-1413.66666666667,169,-617.333333333333,-28,6,430,148,11.3333333333333
90,62,-1403.33333333333,303.666666666667,-952.666666666667,-26.3333333333333,11.6666666666667,437,129.333333333333,53.6666666666667
96,206,-1337.66666666667,261,-1045.66666666667,-10.6666666666667,12,422,121.333333333333,110
102,200,-1233,270.666666666667,-1087.33333333333,-30,4.33333333333333,407.333333333333,109.666666666667,143
108,159.666666666667,-1116.33333333333,-104.333333333333,-1069,-54.3333333333333,9.66666666666667,382.333333333333,113.666666666667,180.666666666667
