"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,9.66666666666667,215,-521,896.333333333333,10.3333333333333,-21.3333333333333,452.333333333333,196.333333333333,271.333333333333
6,129.333333333333,-35,-782.666666666667,1288,25,-10,457.333333333333,220,213.666666666667
12,30,-388.666666666667,-1013.33333333333,1349.66666666667,15,-8.66666666666667,435.333333333333,212,157
18,61.3333333333333,-682,-1095.33333333333,1240.33333333333,1,-1,410.333333333333,212.333333333333,101
24,36,-1038,-971,813,-24,2.66666666666667,390.333333333333,195.333333333333,61
30,35.3333333333333,-1181,-692,467.333333333333,-39.6666666666667,13.6666666666667,389.666666666667,177.333333333333,11.6666666666667
36,89,-1422.33333333333,-482.333333333333,127.666666666667,-45.6666666666667,14.3333333333333,404,162,-25.3333333333333
42,75.6666666666667,-1459.33333333333,-124.666666666667,-213,-73,21.3333333333333,425,153.333333333333,-39.3333333333333
48,134.333333333333,-1508,154.666666666667,-407,-69.3333333333333,30.3333333333333,437,148.333333333333,-22
54,25,315.666666666667,528.333333333333,-697.666666666667,-67,50,437,148.333333333333,11
60,89,497.333333333333,649,-932,-30.3333333333333,60,417.666666666667,154.333333333333,57
66,73.3333333333333,690,688.333333333333,560.666666666667,-50,41.6666666666667,397.333333333333,123.666666666667,104.666666666667
72,63.6666666666667,-777.666666666667,639.666666666667,505.666666666667,-61.6666666666667,25.3333333333333,382.333333333333,112.666666666667,142.333333333333
78,119,-663.333333333333,547.333333333333,714.333333333333,-77.6666666666667,1.66666666666667,385.333333333333,97.3333333333333,181
84,-56.6666666666667,-168,298.333333333333,-470.666666666667,-49,4.66666666666667,392.666666666667,124.333333333333,224.333333333333
90,32.6666666666667,10.6666666666667,-94.6666666666667,234.666666666667,-7.33333333333333,-15.6666666666667,421.333333333333,113.666666666667,173.333333333333
