"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,45,-394.666666666667,-8.33333333333333,288,-9.33333333333333,-4.33333333333333,451,229.333333333333,-89.6666666666667
6,261.666666666667,-479.666666666667,147.333333333333,2425.33333333333,-44,-32.6666666666667,413,235.333333333333,-135.666666666667
12,317,-87,115.666666666667,1372,-111,-14,395,239.333333333333,-168.666666666667
18,261.333333333333,-534,-284.666666666667,3231,35.6666666666667,-85.3333333333333,371.666666666667,246.333333333333,-206.333333333333
