"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,-40,155,-536,861.666666666667,35.3333333333333,-14,416.333333333333,172.333333333333,344.333333333333
6,-44,28.3333333333333,-829,1032,19.6666666666667,-19,437.333333333333,208.666666666667,297.333333333333
12,-117.333333333333,-17,-968,1126.33333333333,-10.6666666666667,-11.6666666666667,440.333333333333,220,247.333333333333
18,20.3333333333333,-302,-1048.66666666667,1119.66666666667,-8.33333333333333,11.6666666666667,417.333333333333,216.666666666667,197.333333333333
24,85.6666666666667,-595.333333333333,-1047.33333333333,1025,-8.66666666666667,8.66666666666667,398.333333333333,198.333333333333,167
30,66.3333333333333,-957.333333333333,-1003.66666666667,797.333333333333,-24,1.66666666666667,382.333333333333,186.333333333333,115.333333333333
36,41,-1332.66666666667,-833,518.666666666667,-40,-32,396.333333333333,165.666666666667,62.3333333333333
42,48,-1514,-514,277.333333333333,-53,-36,411.333333333333,154,22.6666666666667
48,73.3333333333333,-1705.66666666667,-214,7.66666666666667,-42,-25,434.333333333333,147.666666666667,3.33333333333333
54,49.6666666666667,-1494,207,-391.666666666667,-54.6666666666667,16.6666666666667,443,145.333333333333,15.6666666666667
60,87,-1109.33333333333,122.666666666667,-1084.66666666667,-45.6666666666667,60,425,133.333333333333,101.333333333333
66,196.333333333333,-1046.33333333333,386.666666666667,-1301.66666666667,-40.6666666666667,16.3333333333333,381.333333333333,102.333333333333,154.666666666667
72,251,-866,306.666666666667,-1023,-41.3333333333333,-1.66666666666667,380.333333333333,98.6666666666667,193.666666666667
78,95,-498.666666666667,174.333333333333,-577.666666666667,-35.3333333333333,1.33333333333333,388.666666666667,99.3333333333333,239.666666666667
84,-38.3333333333333,-107.666666666667,-120.333333333333,-60.6666666666667,-15.6666666666667,-14.6666666666667,400.666666666667,134.333333333333,315.666666666667
