"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,-87,252.333333333333,-304.333333333333,1203.66666666667,9.66666666666667,5,489.333333333333,123.666666666667,78.6666666666667
6,-76,287.666666666667,-463.333333333333,1719.33333333333,-1.66666666666667,0.333333333333333,490.333333333333,175,64
12,-66.6666666666667,241.666666666667,-555.333333333333,1829.66666666667,-21.6666666666667,-1,468.666666666667,215.666666666667,-17.3333333333333
18,-5.33333333333333,41,-629,1829.66666666667,-15.3333333333333,-7.66666666666667,415.333333333333,235.666666666667,-93.6666666666667
24,-25.3333333333333,-196.333333333333,-662.333333333333,1663.66666666667,-17,-9.66666666666667,368.666666666667,226.666666666667,-145.666666666667
30,-42.3333333333333,-467,-579.333333333333,1363,-11,-20.3333333333333,326.333333333333,208.666666666667,-172.666666666667
36,-3,-536,-331.333333333333,871.666666666667,-13.3333333333333,-12,297.333333333333,187.333333333333,-204.666666666667
42,37.3333333333333,-581.333333333333,78.3333333333333,46.3333333333333,-27.3333333333333,-2.33333333333333,269,176.333333333333,-237
48,214.666666666667,-442.666666666667,539.333333333333,-829,-49.6666666666667,16,278.333333333333,166.333333333333,-263
54,295,-611.666666666667,638.666666666667,-1440,-43.6666666666667,-6,313.333333333333,163.666666666667,-252
60,294,-793,601.333333333333,-1575.33333333333,-26.3333333333333,-31.3333333333333,365.666666666667,158.333333333333,-223
66,209.666666666667,-856.666666666667,476.666666666667,-1511.33333333333,-30.6666666666667,-15.6666666666667,412.666666666667,149.333333333333,-159.666666666667
72,160,-803,612.333333333333,-1563,-50,11.6666666666667,442,137,-89.3333333333333
78,138.333333333333,-678,594,-1634.66666666667,-61.6666666666667,34.6666666666667,449.666666666667,125,-3
84,-107,-725.333333333333,495.333333333333,-1561.66666666667,-99,20.3333333333333,437.333333333333,119.333333333333,59
90,-106,-584.666666666667,410,-1330.66666666667,-98,22.6666666666667,426.333333333333,120.666666666667,113
96,-25,-395,392.666666666667,-814.333333333333,-70.3333333333333,15.3333333333333,416.666666666667,100.666666666667,113
102,46,-181,263.333333333333,-139.333333333333,-26.6666666666667,11,433.666666666667,96.6666666666667,130.666666666667
108,128.333333333333,10,102.666666666667,659.333333333333,-5,-1,454.666666666667,94.6666666666667,126.666666666667
114,61.6666666666667,151.666666666667,-172.333333333333,1378,-15.6666666666667,3.33333333333333,486.333333333333,141,123.333333333333
