"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,56,278.666666666667,-551,614.333333333333,-19.6666666666667,-1,450.666666666667,159.666666666667,-65.3333333333333
6,85.3333333333333,-116,-822,1034.33333333333,6.66666666666667,-23,439.666666666667,203.333333333333,-96.6666666666667
12,6.33333333333333,-203.666666666667,-779.666666666667,1383,-17,-16.6666666666667,391.666666666667,231,-141.666666666667
18,36,-183.666666666667,-653,1483.33333333333,-25.3333333333333,8.33333333333333,349.333333333333,235,-183.666666666667
24,21.3333333333333,-187.333333333333,-586.333333333333,1400.66666666667,-8.66666666666667,21,303.666666666667,219.333333333333,-210.333333333333
30,-24.6666666666667,-371.666666666667,-370.333333333333,1058,-13,13.3333333333333,269.333333333333,199.333333333333,-236.333333333333
36,-6.66666666666667,-549,-53.3333333333333,629,-24.6666666666667,-0.333333333333333,227.666666666667,183.333333333333,-270.666666666667
42,8.33333333333333,-675.666666666667,120.666666666667,143.333333333333,-36.6666666666667,-18.3333333333333,209.333333333333,171.333333333333,-310.333333333333
48,84.3333333333333,-607.666666666667,233,-232.666666666667,-23,-16,212.333333333333,169.333333333333,-335.333333333333
54,2.33333333333333,-317.666666666667,393.333333333333,-557.333333333333,-26,-16.6666666666667,232.333333333333,169.333333333333,-344.666666666667
60,-24.6666666666667,-30.3333333333333,632,-680.333333333333,-44,-3.66666666666667,269.333333333333,162,-335.333333333333
66,-27.3333333333333,471.666666666667,654.666666666667,-592.333333333333,-61.6666666666667,15.3333333333333,301.666666666667,152,-314.666666666667
72,21,733,296,-380.333333333333,-41,17.6666666666667,322.666666666667,143.333333333333,-288.666666666667
78,38.3333333333333,979.666666666667,-52.6666666666667,-244.333333333333,-19.3333333333333,7,331.666666666667,142.666666666667,-268.666666666667
