"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,-30,39.6666666666667,-731.666666666667,1073,30,-17.6666666666667,445.333333333333,178.333333333333,308
6,-25.6666666666667,-75.3333333333333,-1048.33333333333,1300,26.3333333333333,-26,455.666666666667,198.333333333333,252
12,19,-287,-1143.66666666667,1317.66666666667,11.6666666666667,-30,425.666666666667,222.333333333333,183.333333333333
18,39.3333333333333,-690,-1122.33333333333,1077,-16.6666666666667,-19.6666666666667,400,210,134.333333333333
24,13.3333333333333,-1119.66666666667,-971.333333333333,821.666666666667,-37.3333333333333,-19.3333333333333,384,190.333333333333,82.3333333333333
30,32.6666666666667,-1418.66666666667,-768.333333333333,637.333333333333,-32.3333333333333,-4.66666666666667,393,173.333333333333,27.3333333333333
36,47.3333333333333,-1605.66666666667,-548.666666666667,403,-29.3333333333333,-2.66666666666667,413,159.666666666667,-11.6666666666667
42,39.3333333333333,-1613.33333333333,-147.666666666667,76.6666666666667,-52.6666666666667,13,435,151.666666666667,-24.3333333333333
48,74.6666666666667,-1575.66666666667,254.333333333333,-379.333333333333,-70,23.6666666666667,442.666666666667,148,-12.3333333333333
54,59.6666666666667,-1274,644.333333333333,-892,-77,41.3333333333333,434.333333333333,144.666666666667,31
60,-12.6666666666667,-1039,714.666666666667,-1319.66666666667,-66.6666666666667,42,426,118.666666666667,74
66,59,-916.333333333333,657.333333333333,-1511.33333333333,-58,25,405,109.333333333333,121.666666666667
72,53,-664,492.666666666667,-1390,-54,12.6666666666667,399,99.3333333333333,154.666666666667
78,29.3333333333333,-381.333333333333,322,-893,-29.3333333333333,5.33333333333333,395.333333333333,122,209.333333333333
84,-59.6666666666667,15.6666666666667,58.6666666666667,-75,4,9,442.666666666667,135.333333333333,260.666666666667
90,-143.333333333333,195.333333333333,-191.666666666667,644,21,1,456.666666666667,156.333333333333,292.666666666667
