"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,155,45,-479.333333333333,1188.66666666667,49.3333333333333,-20.6666666666667,424.333333333333,175.333333333333,276.333333333333
6,183,-24.3333333333333,-837.666666666667,1516,55,-16,445.666666666667,208.666666666667,214.666666666667
12,62,-227,-1008,1495.66666666667,19.3333333333333,-17.3333333333333,439.666666666667,227.666666666667,146.333333333333
18,22.3333333333333,-399.666666666667,-1008,1384,-11.3333333333333,-2,418.666666666667,215.666666666667,94.3333333333333
24,20,-761.333333333333,-957,998.666666666667,-29,-5,396.666666666667,197.333333333333,49
30,2,-1036.33333333333,-850.666666666667,585,-37.6666666666667,1.66666666666667,387.333333333333,174,1
36,28.6666666666667,-1401.33333333333,-512,195.666666666667,-67,-18,393.666666666667,161,-49.6666666666667
42,42.6666666666667,-1477,-19.6666666666667,-108,-81.3333333333333,0.333333333333333,407.666666666667,158,-70.3333333333333
48,87.6666666666667,341.333333333333,356,-500,-84.3333333333333,19,426,153.333333333333,-65.3333333333333
54,167.666666666667,388.333333333333,491,-901.666666666667,-51,47,438,149.333333333333,-22.6666666666667
60,177,632,-11.6666666666667,-1235.33333333333,-29,54,433,137.333333333333,37
