"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,118.666666666667,68.3333333333333,-622,541.333333333333,5.66666666666667,-13.6666666666667,462.333333333333,143.333333333333,-45.3333333333333
6,71.3333333333333,-70.6666666666667,-823.333333333333,1129.66666666667,13,-23,459.666666666667,198,-79.3333333333333
12,38.6666666666667,95.3333333333333,-640.666666666667,1457,-16.3333333333333,-12.3333333333333,421,225,-128.666666666667
18,-16.3333333333333,43.6666666666667,-675.333333333333,1682.66666666667,-19.6666666666667,-16.6666666666667,358.666666666667,230.333333333333,-175
24,77,52.6666666666667,-669.666666666667,1705.33333333333,-14.6666666666667,-1.33333333333333,311.666666666667,217.333333333333,-205.666666666667
30,28.6666666666667,-267.333333333333,-466,1381.66666666667,-6,-16.6666666666667,265.333333333333,199.333333333333,-234
36,24.3333333333333,-384.333333333333,-87.3333333333333,933.333333333333,-9.33333333333333,-0.333333333333333,225.333333333333,181,-271.333333333333
42,20,-365,390.333333333333,348.333333333333,-13.3333333333333,15.6666666666667,194,173,-312
48,123,-199.666666666667,563.666666666667,-72.3333333333333,-19.6666666666667,41.6666666666667,186.333333333333,170,-344.666666666667
54,148.333333333333,28.6666666666667,705.666666666667,-467.333333333333,-46.3333333333333,37.6666666666667,200.333333333333,170.333333333333,-353.333333333333
60,114.666666666667,105.333333333333,700.666666666667,-613.666666666667,-67,11.6666666666667,224.333333333333,164.333333333333,-358.333333333333
66,81,349.333333333333,687.666666666667,-547.666666666667,-48,8,260.333333333333,155.666666666667,-341.333333333333
72,47.3333333333333,521.333333333333,533.666666666667,-505.666666666667,-18,2,284.666666666667,144.333333333333,-321.333333333333
78,-5,567.333333333333,510.333333333333,-630.666666666667,-11.3333333333333,-1.33333333333333,301.666666666667,135.666666666667,-281
84,-171,738.666666666667,273.666666666667,-881.666666666667,10,10,300.666666666667,130.666666666667,-247
90,-252.666666666667,816,101.333333333333,-1088,21.6666666666667,15,310.666666666667,121.666666666667,-216
96,-279.333333333333,865.666666666667,-182.666666666667,-1183,27,33.6666666666667,340,129.333333333333,-219
