"timestamp","acc_x","acc_y","acc_z","gyr_x","gyr_x.1","gyr_x.2","mag_x","mag_y","mag_z"
0,5.66666666666667,85,-861.666666666667,1263.66666666667,50,-21.6666666666667,441.666666666667,200,287
6,48.6666666666667,-137.666666666667,-1154,1515.33333333333,52.6666666666667,-25.3333333333333,437.333333333333,201,217
12,71.6666666666667,-420.666666666667,-1227.66666666667,1595.33333333333,47.6666666666667,-8,422,220.666666666667,147.333333333333
18,32,-715.333333333333,-1072.66666666667,1246.66666666667,-2,3,395.333333333333,207.333333333333,91.3333333333333
24,10.3333333333333,-1067,-891,914.666666666667,-26.3333333333333,4.33333333333333,387.333333333333,186,39.6666666666667
30,98.6666666666667,-1410.66666666667,-656.666666666667,456.333333333333,-47,-1.66666666666667,392.333333333333,167.333333333333,-9.33333333333333
36,94.3333333333333,-1618.33333333333,-362.666666666667,133,-44.3333333333333,-2.33333333333333,410.333333333333,156.333333333333,-40.3333333333333
42,153,-1728.66666666667,-43.3333333333333,-260,-50,4.66666666666667,422.333333333333,153.333333333333,-47.6666666666667
48,47.3333333333333,-1583,379,-657.666666666667,-54.6666666666667,29,430.333333333333,148,-26.6666666666667
54,132.333333333333,-1394.33333333333,560.666666666667,-1139,-37.3333333333333,43.3333333333333,427.333333333333,147,15.3333333333333
60,137.666666666667,-1172.66666666667,645.333333333333,-1432,-29,58,410.666666666667,128,85.3333333333333
66,105.333333333333,-923.666666666667,568.666666666667,-1465,-39.6666666666667,28,396.666666666667,118,136.333333333333
72,101,-744.333333333333,542.333333333333,-1281.33333333333,-78.6666666666667,-2,382.333333333333,105,189.666666666667
78,119,-445,427.333333333333,-817.333333333333,-66.6666666666667,-18,385.333333333333,123.333333333333,233.666666666667
84,153,-232.333333333333,107.666666666667,-141,-25.6666666666667,-18,386.666666666667,108.666666666667,184.666666666667
90,45.6666666666667,81.3333333333333,-215.666666666667,750.666666666667,29.3333333333333,1.33333333333333,414.666666666667,132,203.333333333333
