,,,,,,,,,,,,,,,,,,,
e5,ea,26,00,1e,fc,7b,0,ff,ff,e2,ff,3,0,86,1,1,1,ac,1
eb,ea,27,00,1f,fc,7a,0,ff,ff,e2,ff,2,0,8a,1,fe,0,aa,1
f1,ea,26,00,20,fc,7c,0,ff,ff,e2,ff,2,0,8a,1,4,1,a6,1
f8,ea,25,00,20,fc,7c,0,fe,ff,e2,ff,2,0,83,1,f5,0,a6,1
fe,ea,26,00,1e,fc,7b,0,0,0,e2,ff,2,0,86,1,1,1,a7,1
04,eb,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,89,1,4,1,a1,1
0a,eb,26,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,8f,1,6,1,a7,1
11,eb,27,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,8d,1,fa,0,a4,1
17,eb,26,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,8a,1,fe,0,a9,1
1d,eb,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,8c,1,7,1,b5,1
23,eb,26,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,8a,1,3,1,ad,1
2a,eb,27,00,1f,fc,7a,0,fe,ff,e2,ff,2,0,8a,1,4,1,a9,1
30,eb,26,00,1e,fc,7a,0,fe,ff,e2,ff,2,0,89,1,fe,0,af,1
36,eb,27,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,83,1,6,1,a9,1
3c,eb,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,80,1,1,1,ad,1
43,eb,26,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,86,1,1,1,a7,1
49,eb,27,00,1f,fc,79,0,ff,ff,e2,ff,2,0,7b,1,f8,0,a7,1
4f,eb,27,00,1f,fc,7c,0,fe,ff,e2,ff,2,0,8a,1,1,1,ac,1
55,eb,27,00,1f,fc,7a,0,fe,ff,e2,ff,2,0,83,1,fe,0,ad,1
5c,eb,26,00,1e,fc,7b,0,fe,ff,e2,ff,2,0,84,1,fd,0,a9,1
62,eb,26,00,1e,fc,7b,0,fe,ff,e2,ff,2,0,87,1,3,1,ad,1
68,eb,27,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,8c,1,fd,0,af,1
6e,eb,26,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,87,1,4,1,a9,1
75,eb,26,00,1f,fc,7a,0,fe,ff,e2,ff,2,0,83,1,3,1,aa,1
7b,eb,27,00,1f,fc,7a,0,fe,ff,e2,ff,2,0,8a,1,1,1,aa,1
81,eb,27,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,83,1,3,1,ac,1
87,eb,27,00,1e,fc,7a,0,ff,ff,e2,ff,2,0,8c,1,fa,0,aa,1
8e,eb,27,00,1d,fc,7c,0,ff,ff,e2,ff,2,0,86,1,fa,0,a4,1
94,eb,27,00,20,fc,7d,0,ff,ff,e2,ff,3,0,84,1,3,1,a7,1
9a,eb,27,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,8d,1,3,1,a6,1
a0,eb,26,00,1f,fc,79,0,fe,ff,e2,ff,2,0,86,1,3,1,a9,1
a7,eb,27,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,84,1,4,1,a6,1
ad,eb,27,00,1f,fc,79,0,ff,ff,e2,ff,2,0,81,1,0,1,a9,1
b3,eb,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,86,1,0,1,ac,1
b9,eb,26,00,20,fc,7b,0,ff,ff,e2,ff,2,0,89,1,7,1,ac,1
c0,eb,26,00,20,fc,7c,0,fe,ff,e2,ff,2,0,84,1,1,1,a7,1
c6,eb,24,00,20,fc,7e,0,ff,ff,e2,ff,2,0,8c,1,1,1,aa,1
cc,eb,22,00,18,fc,80,0,fe,ff,e2,ff,4,0,83,1,fe,0,b0,1
d2,eb,2f,00,2b,fc,76,0,fd,ff,e0,ff,4,0,87,1,3,1,af,1
d9,eb,2c,00,1f,fc,7d,0,0,0,e2,ff,1,0,8a,1,fd,0,a3,1
df,eb,25,00,19,fc,7a,0,0,0,e2,ff,2,0,89,1,4,1,aa,1
e5,eb,28,00,21,fc,7b,0,ff,ff,e2,ff,2,0,87,1,3,1,af,1
eb,eb,2a,00,21,fc,7a,0,fe,ff,e3,ff,2,0,86,1,fb,0,ad,1
f2,eb,26,00,1e,fc,7f,0,fe,ff,e2,ff,3,0,86,1,fb,0,ad,1
f8,eb,27,00,23,fc,7a,0,ff,ff,e2,ff,2,0,7d,1,6,1,af,1
fe,eb,2d,00,1f,fc,7b,0,fe,ff,e2,ff,3,0,86,1,7,1,ac,1
04,ec,25,00,1b,fc,7a,0,0,0,e3,ff,2,0,8c,1,1,1,af,1
0b,ec,27,00,21,fc,7a,0,fe,ff,e2,ff,2,0,87,1,0,1,a6,1
11,ec,25,00,23,fc,7e,0,fe,ff,e2,ff,3,0,83,1,3,1,ac,1
17,ec,29,00,1c,fc,76,0,fe,ff,e3,ff,1,0,83,1,fd,0,ad,1
1d,ec,28,00,1e,fc,7e,0,0,0,e2,ff,1,0,87,1,1,1,a6,1
24,ec,23,00,23,fc,76,0,0,0,e2,ff,2,0,89,1,3,1,a7,1
2a,ec,2b,00,1e,fc,7a,0,fe,ff,e2,ff,4,0,8d,1,4,1,aa,1
30,ec,20,00,1a,fc,80,0,0,0,e3,ff,1,0,89,1,fb,0,b0,1
36,ec,26,00,2a,fc,7e,0,fe,ff,e1,ff,7,0,8c,1,fb,0,aa,1
3d,ec,21,00,26,fc,80,0,0,0,e2,ff,2,0,93,1,3,1,a9,1
43,ec,24,00,21,fc,80,0,fe,ff,e3,ff,3,0,83,1,fe,0,a3,1
49,ec,26,00,25,fc,7d,0,0,0,e1,ff,3,0,87,1,4,1,a4,1
4f,ec,26,00,20,fc,79,0,ff,ff,e4,ff,2,0,87,1,4,1,ac,1
56,ec,29,00,1e,fc,79,0,fe,ff,e2,ff,2,0,81,1,fd,0,ad,1
5c,ec,24,00,1f,fc,7a,0,ff,ff,e2,ff,1,0,7e,1,fe,0,af,1
62,ec,29,00,1e,fc,7b,0,fe,ff,e2,ff,2,0,86,1,fd,0,aa,1
68,ec,24,00,20,fc,7b,0,ff,ff,e2,ff,2,0,89,1,fb,0,a7,1
6f,ec,29,00,1d,fc,7b,0,ff,ff,e3,ff,2,0,86,1,7,1,b0,1
75,ec,28,00,20,fc,7c,0,fe,ff,e1,ff,3,0,86,1,fe,0,aa,1
7b,ec,26,00,1f,fc,7d,0,ff,ff,e3,ff,2,0,87,1,fa,0,aa,1
81,ec,2b,00,1e,fc,7d,0,ff,ff,e2,ff,3,0,8d,1,1,1,ac,1
88,ec,24,00,1f,fc,7c,0,ff,ff,e3,ff,2,0,89,1,fd,0,ac,1
8e,ec,29,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,86,1,fd,0,ad,1
94,ec,23,00,23,fc,7b,0,ff,ff,e2,ff,3,0,84,1,1,1,ac,1
9a,ec,24,00,22,fc,7e,0,fe,ff,e2,ff,2,0,8a,1,6,1,a7,1
a1,ec,26,00,22,fc,7a,0,0,0,e2,ff,3,0,81,1,3,1,b3,1
a7,ec,27,00,22,fc,7d,0,fe,ff,e2,ff,3,0,86,1,fd,0,ac,1
ad,ec,25,00,1e,fc,7d,0,0,0,e3,ff,2,0,8d,1,0,1,a7,1
b3,ec,26,00,20,fc,7b,0,ff,ff,e2,ff,2,0,84,1,fa,0,a3,1
ba,ec,27,00,1e,fc,7a,0,ff,ff,e2,ff,3,0,86,1,fd,0,a7,1
c0,ec,27,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,8a,1,1,1,ad,1
c6,ec,26,00,1f,fc,7a,0,ff,ff,e2,ff,2,0,90,1,4,1,ad,1
cc,ec,27,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,87,1,fa,0,a9,1
d3,ec,27,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,86,1,1,1,aa,1
d9,ec,27,00,1f,fc,7b,0,ff,ff,e2,ff,3,0,83,1,fd,0,a3,1
df,ec,26,00,1f,fc,79,0,ff,ff,e2,ff,2,0,8c,1,f5,0,a7,1
e5,ec,26,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,87,1,6,1,ac,1
ec,ec,27,00,1c,fc,7c,0,ff,ff,e2,ff,2,0,8a,1,fe,0,ac,1
f2,ec,27,00,1e,fc,7c,0,ff,ff,e2,ff,2,0,86,1,fe,0,ac,1
f8,ec,26,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,87,1,6,1,ac,1
fe,ec,26,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,8c,1,4,1,af,1
05,ed,27,00,20,fc,7b,0,fe,ff,e2,ff,2,0,7d,1,fd,0,a4,1
0b,ed,26,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,83,1,3,1,b0,1
11,ed,26,00,1e,fc,7b,0,ff,ff,e2,ff,3,0,87,1,3,1,a7,1
17,ed,26,00,1f,fc,7c,0,0,0,e2,ff,2,0,8c,1,fe,0,aa,1
1e,ed,26,00,1e,fc,7c,0,ff,ff,e2,ff,2,0,90,1,6,1,aa,1
24,ed,27,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,92,1,4,1,a4,1
2a,ed,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,87,1,7,1,a9,1
30,ed,27,00,1e,fc,7c,0,ff,ff,e2,ff,3,0,87,1,fe,0,ad,1
37,ed,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,89,1,fb,0,af,1
3d,ed,27,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,8d,1,fd,0,a9,1
43,ed,27,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,8d,1,0,1,aa,1
49,ed,28,00,1e,fc,7b,0,fe,ff,e2,ff,2,0,89,1,f7,0,aa,1
50,ed,27,00,1e,fc,7b,0,fe,ff,e2,ff,2,0,87,1,fd,0,a6,1
56,ed,27,00,1e,fc,7c,0,ff,ff,e2,ff,2,0,8a,1,fb,0,ac,1
5c,ed,27,00,1f,fc,7b,0,ff,ff,e2,ff,3,0,8a,1,1,1,af,1
62,ed,27,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,83,1,7,1,aa,1
69,ed,26,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,87,1,4,1,b5,1
6f,ed,27,00,1f,fc,7d,0,fe,ff,e2,ff,2,0,87,1,0,1,a6,1
75,ed,26,00,1f,fc,7c,0,fe,ff,e2,ff,2,0,8d,1,7,1,a7,1
7b,ed,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,86,1,3,1,a9,1
82,ed,27,00,1f,fc,7c,0,fe,ff,e3,ff,2,0,87,1,3,1,a3,1
88,ed,27,00,1f,fc,7c,0,fe,ff,e2,ff,2,0,89,1,0,1,a3,1
8e,ed,27,00,1f,fc,7c,0,fe,ff,e2,ff,2,0,89,1,fe,0,a9,1
94,ed,27,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,86,1,fd,0,b2,1
9b,ed,27,00,1e,fc,7b,0,fe,ff,e2,ff,2,0,87,1,fb,0,ac,1
a1,ed,26,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,8a,1,fe,0,a3,1
a7,ed,27,00,1e,fc,7c,0,fe,ff,e2,ff,2,0,89,1,1,1,a7,1
ad,ed,26,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,87,1,6,1,a9,1
b4,ed,26,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,86,1,fd,0,a7,1
ba,ed,27,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,84,1,4,1,ac,1
c0,ed,28,00,1e,fc,7b,0,fe,ff,e2,ff,2,0,86,1,6,1,aa,1
c6,ed,28,00,1e,fc,7c,0,ff,ff,e2,ff,3,0,87,1,fe,0,ad,1
cd,ed,26,00,1f,fc,7c,0,fe,ff,e2,ff,3,0,8d,1,fd,0,aa,1
d3,ed,26,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,81,1,0,1,b3,1
d9,ed,26,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,87,1,fb,0,a7,1
df,ed,26,00,1f,fc,7c,0,fe,ff,e3,ff,2,0,89,1,0,1,ac,1
e6,ed,26,00,1f,fc,7c,0,fe,ff,e2,ff,2,0,83,1,1,1,a6,1
ec,ed,26,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,8a,1,4,1,ac,1
f2,ed,27,00,1e,fc,7c,0,fe,ff,e2,ff,2,0,7a,1,1,1,ac,1
f8,ed,26,00,1f,fc,7c,0,fe,ff,e2,ff,2,0,8d,1,6,1,b2,1
ff,ed,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,87,1,fb,0,aa,1
05,ee,27,00,1e,fc,7c,0,ff,ff,e2,ff,2,0,86,1,fd,0,a9,1
0b,ee,27,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,81,1,fe,0,aa,1
11,ee,26,00,1e,fc,7c,0,fe,ff,e2,ff,2,0,89,1,3,1,a7,1
18,ee,27,00,1f,fc,7b,0,fe,ff,e2,ff,3,0,8a,1,f7,0,a6,1
1e,ee,26,00,1f,fc,7b,0,fe,ff,e3,ff,2,0,8c,1,fd,0,ad,1
24,ee,26,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,86,1,0,1,ac,1
2a,ee,26,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,81,1,3,1,ac,1
31,ee,27,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,8c,1,fb,0,ad,1
37,ee,27,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,89,1,fe,0,a9,1
3d,ee,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,84,1,4,1,af,1
43,ee,26,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,8d,1,3,1,b0,1
4a,ee,27,00,1f,fc,7c,0,fe,ff,e2,ff,2,0,8c,1,7,1,a6,1
50,ee,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,86,1,fe,0,aa,1
56,ee,26,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,8a,1,1,1,b0,1
5c,ee,27,00,1f,fc,7b,0,ff,ff,e1,ff,2,0,8a,1,1,1,a6,1
63,ee,27,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,89,1,f8,0,a9,1
69,ee,27,00,1e,fc,7b,0,fe,ff,e2,ff,2,0,83,1,fd,0,a9,1
6f,ee,26,00,1f,fc,7a,0,fe,ff,e2,ff,2,0,86,1,0,1,aa,1
75,ee,26,00,1e,fc,7b,0,fe,ff,e3,ff,3,0,81,1,0,1,a3,1
7c,ee,27,00,1e,fc,7b,0,fe,ff,e2,ff,2,0,8f,1,4,1,aa,1
82,ee,26,00,1e,fc,7b,0,fe,ff,e2,ff,2,0,87,1,3,1,b5,1
88,ee,27,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,90,1,4,1,a4,1
8e,ee,26,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,7e,1,0,1,a9,1
95,ee,27,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,8c,1,0,1,a6,1
9b,ee,27,00,1e,fc,7a,0,ff,ff,e2,ff,2,0,89,1,3,1,aa,1
a1,ee,27,00,20,fc,7b,0,ff,ff,e2,ff,2,0,87,1,4,1,ad,1
a7,ee,27,00,20,fc,7b,0,ff,ff,e2,ff,2,0,8a,1,3,1,a7,1
ae,ee,27,00,1e,fc,7c,0,fe,ff,e2,ff,2,0,8d,1,fe,0,ad,1
b4,ee,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,8c,1,fd,0,ac,1
ba,ee,26,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,7e,1,7,1,ac,1
c0,ee,26,00,1f,fc,7b,0,fe,ff,e2,ff,3,0,8d,1,f8,0,ac,1
c7,ee,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,84,1,fa,0,a7,1
cd,ee,26,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,84,1,fe,0,ac,1
d3,ee,27,00,1f,fc,7c,0,fe,ff,e2,ff,2,0,8d,1,4,1,ac,1
d9,ee,26,00,1e,fc,7b,0,fe,ff,e2,ff,2,0,84,1,3,1,ac,1
e0,ee,27,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,8d,1,1,1,ac,1
e6,ee,26,00,1e,fc,7b,0,fe,ff,e2,ff,3,0,8a,1,3,1,b0,1
ec,ee,27,00,1f,fc,7b,0,fe,ff,e3,ff,2,0,8d,1,3,1,a6,1
f2,ee,27,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,89,1,4,1,b0,1
f9,ee,26,00,1f,fc,7b,0,0,0,e2,ff,2,0,8a,1,1,1,a7,1
ff,ee,27,00,1f,fc,7c,0,fe,ff,e2,ff,2,0,83,1,0,1,ac,1
05,ef,27,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,8a,1,4,1,aa,1
0b,ef,26,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,8c,1,4,1,aa,1
12,ef,27,00,1e,fc,7b,0,fe,ff,e2,ff,2,0,87,1,3,1,a6,1
18,ef,27,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,81,1,1,1,ac,1
1e,ef,26,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,89,1,0a,1,a7,1
24,ef,27,00,1f,fc,7a,0,ff,ff,e2,ff,2,0,87,1,fd,0,a6,1
2b,ef,26,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,89,1,0,1,ad,1
31,ef,27,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,84,1,3,1,b2,1
37,ef,26,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,87,1,6,1,a9,1
3d,ef,26,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,81,1,1,1,aa,1
44,ef,26,00,1e,fc,7a,0,ff,ff,e2,ff,2,0,8a,1,6,1,aa,1
4a,ef,26,00,1f,fc,7a,0,ff,ff,e2,ff,2,0,86,1,fd,0,ac,1
50,ef,26,00,1f,fc,7c,0,fe,ff,e2,ff,2,0,86,1,fb,0,a6,1
56,ef,27,00,1e,fc,7b,0,ff,ff,e1,ff,2,0,8d,1,fe,0,a9,1
5d,ef,26,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,8a,1,6,1,a9,1
63,ef,27,00,1e,fc,7b,0,ff,ff,e2,ff,3,0,83,1,fd,0,ac,1
69,ef,27,00,1f,fc,7c,0,ff,ff,e2,ff,2,0,8a,1,fe,0,ad,1
6f,ef,27,00,1f,fc,7b,0,ff,ff,e2,ff,2,0,90,1,0,1,a9,1
76,ef,26,00,1f,fc,7b,0,fe,ff,e2,ff,2,0,86,1,1,1,ac,1
7c,ef,27,00,1e,fc,7a,0,fe,ff,e2,ff,2,0,8d,1,fa,0,a0,1
82,ef,38,00,16,fc,78,0,0,0,e2,ff,0,0,86,1,3,1,ad,1
88,ef,12,00,1e,fc,7b,0,ff,ff,e2,ff,2,0,87,1,7,1,a7,1
8f,ef,1d,00,22,fc,73,0,fe,ff,e2,ff,3,0,86,1,0,1,a7,1
95,ef,25,00,22,fc,86,0,ff,ff,e2,ff,3,0,8c,1,4,1,ad,1
9b,ef,37,00,15,fc,74,0,fe,ff,e2,ff,3,0,86,1,fd,0,a7,1
a1,ef,27,00,ff,fb,7c,0,0,0,e4,ff,0,0,8c,1,fd,0,a9,1
a8,ef,27,00,3f,fc,85,0,fc,ff,e5,ff,8,0,8c,1,4,1,a6,1
ae,ef,1a,00,25,fc,7c,0,fc,ff,dd,ff,1,0,89,1,fd,0,b2,1
b4,ef,23,00,26,fc,84,0,0,0,e4,ff,5,0,8a,1,7,1,a7,1
ba,ef,44,00,0f,fc,83,0,f8,ff,e2,ff,5,0,86,1,fe,0,a9,1
c1,ef,1f,00,1c,fc,74,0,5,0,e4,ff,8,0,84,1,fe,0,ad,1
c7,ef,13,00,22,fc,6a,0,2,0,e1,ff,0,0,86,1,4,1,aa,1
cd,ef,24,00,15,fc,96,0,ee,ff,de,ff,f9,ff,8c,1,fe,0,ad,1
d3,ef,14,00,2b,fc,6d,0,7,0,e6,ff,4,0,8d,1,1,1,ac,1
da,ef,2e,00,1a,fc,80,0,f9,ff,dc,ff,ff,ff,83,1,fa,0,a9,1
e0,ef,25,00,20,fc,79,0,4,0,e4,ff,0,0,89,1,f7,0,ad,1
e6,ef,2d,00,1c,fc,7d,0,fc,ff,e1,ff,1,0,89,1,3,1,af,1
ec,ef,1f,00,20,fc,7c,0,fe,ff,e3,ff,5,0,7b,1,0,1,a4,1
f3,ef,2f,00,1a,fc,7f,0,ff,ff,e2,ff,4,0,7d,1,fe,0,a9,1
f9,ef,39,01,0c,f9,fd,2,0d,fb,96,ff,a6,ff,77,1,1,1,b8,1
ff,ef,3d,ff,cc,fc,e8,fd,a1,f2,6e,ff,29,0,2f,1,1,1,1c,2
05,f0,dd,00,8d,fe,a6,fd,10,f5,85,ff,0c,0,ae,0,0a,1,7f,2
0c,f0,bd,ff,85,fd,91,fe,5a,3,18,0,8,0,91,0,3,1,a3,2
12,f0,a0,ff,6f,fc,81,ff,db,6,1a,0,0f,0,cd,0,fd,0,8a,2
18,f0,31,00,c1,fb,fb,ff,ae,6,24,0,7,0,14,1,f4,0,58,2
1e,f0,f9,ff,ce,fb,51,0,d3,4,0a,0,0d,0,3c,1,e9,0,34,2
25,f0,36,00,97,fb,8c,0,17,3,fe,ff,4,0,54,1,e8,0,16,2
2b,f0,27,00,a4,fb,ad,0,5e,1,ef,ff,5,0,69,1,e6,0,4,2
31,f0,59,fe,6,fe,0,0,fc,fe,db,ff,5a,ff,35,1,ef,0,2b,2
37,f0,94,ff,47,fd,e5,ff,69,fe,c5,ff,0e,0,3b,1,df,0,1f,2
3e,f0,64,00,b4,fb,8c,0,25,5,1c,0,2,0,42,1,d3,0,6,2
44,f0,d5,ff,43,fc,fe,0,91,5,14,0,0e,0,69,1,bf,0,d6,1
4a,f0,55,00,a1,fc,8a,1,7c,0b,58,0,14,0,93,1,bb,0,5e,1
50,f0,f0,ff,6d,fd,bb,2,7b,0e,41,0,da,ff,cb,1,b5,0,c2,0
57,f0,0e,00,c6,fc,f6,3,16,6,1e,0,14,0,d7,1,9e,0,4a,0
5d,f0,1d,ff,f7,fe,7d,2,43,3,f7,ff,4,0,c6,1,92,0,17,0
63,f0,66,00,16,fe,28,2,6e,ff,db,ff,f9,ff,b4,1,98,0,ee,ff
